ANIO;MES;AREA;ESTRATO;LLAVE_PANEL;CONGLOMERADO;MUESTRA;SELVIV;HOGAR;C201;C203;C204;C205;C206;C207;C208;C300n;NROINF;C301_DIA;C301_MES;C301_ANIO;C303;C304;C305;C306_1;C306_2;C306_3;C306_4;C306_5;C306_6;C306_7;C306_8;C306_9;C306_10;C306_10A;C306_11;C306A;C308_COD;C309_COD;C310;C311;C312;C313;C317;C317A;C318_1;C318_2;C318_3;C318_4;C318_5;C318_6;C318_7;C318_T;C328_T;whoraT;C330;C331;C333;C334;P209H;C335;C338;C339_1;C341_T;C342;C344;C345_1;C347_T;C348;C350;C352;C353;C354;C355;C356;C357_I;C358;C359;C361_1;C362_1;C361_2;C362_2;C361_3;C362_3;C361_4;C362_4;C361_5;C362_5;C361_6;C362_6;C361_7;C362_7;C361_8;C362_8;C364_1;C365_1;C364_2;C365_2;C364_3;C365_3;C364_4;C365_4;C366;C366_1;C366_2;C375_1;C375_2;C375_3;C375_4;C375_5;C375_6;C376;C377;OCUP300;D341_T;D344;D347_T;D350;D351_T;I339_1;I342;I345_1;I348;INGTOT;INGTOTP;ingtrabw;RESIDENT;FAC_T300
2023;4;1;1;2.02E+22;26325;1;8;1;2;2;1;2; ;2;84;2;2;4;7;1938;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;2; ; ; ; ;1;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;9;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;830.228.928.140.064
2023;4;1;1;2.02E+22;26325;1;8;1;3;3;1;2; ;2;57;3;3;99;99;1966;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;2; ; ; ; ;1;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;830.228.928.140.064
2023;4;1;1;2.02E+22;26325;1;8;1;4;5;1;1; ;2;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; 
2023;4;1;1;2.02E+22;26325;1;8;1;5;5;1;2; ;1;20;5;3;15;5;2002;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;2; ; ; ; ;2;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;10;2; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;107.283.867.764.516
2023;4;1;1;2.02E+22;22733;1;3;1;1;1;1;2; ;1;57;1;2;8;5;1965;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9412;5610;4; ;3;2;1;2;0;4;0;4;0;4;0;12; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;3;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;1;5;2; ;2; ;2; ;5;4; ;2;2;2;2;2;2;10;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;152.951.862.894.468
2023;4;1;1;2.02E+22;22733;1;3;1;2;2;1;2; ;2;55;2;2;19;6;1967;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9411;5610;2; ;3;2;1;2;0;9;9;9;9;9;9;54; ;54;1; ;2; ;2;2; ; ; ;2000;300; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;2; ;2;2;2;2;2;2;10;1;1; ;300; ; ; ; ;1939; ; ;2239;2239;2239;1;133.650.336.540.126
2023;4;1;1;2.02E+22;19587;1;55;1;1;1;1;2; ;2;64;1;1;23;4;1958;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;1;2; ; ; ;1;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1;713.688.937.771.443
2023;4;1;1;2.02E+22;27088;1;24;1;1;1;1;2; ;2;63;1;1;2;1;1960;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9111;9700;6; ; ; ;1;2;0;0;10;0;0;10;0;20; ;20;1; ;2; ;2;2;2;100;12; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;10;3; ;2;2;2;2;2;2;10;7;1;360; ; ; ; ;433; ; ; ;793;793;793;1;587.950.796.895.086
2023;4;1;1;2.02E+22;27088;1;24;1;2;2;1;2; ;1;65;2;2;11;6;1957;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4921;2; ;3;2;1;1;8;11;11;11;11;11;14;77; ;77;1; ;1;1;1;2; ; ; ;1000; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;1022; ; ;1022;1022;1022;1;672.861.528.099.413
2023;4;1;1;2.02E+22;27088;1;24;1;3;3;1;2; ;1;25;3;3;22;12;1997;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3439;9000;3;5;1; ;1;5;0;0;0;2;4;0;2;8; ;16;2;16;1;1;1;1;2;400; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;1;5;2; ;2; ;2; ;10;4; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ;1732; ; ; ;1732;1732;1732;1;787.747.631.140.031
2023;4;1;4;2.02E+24;3051402;1;65;1;1;1;1;2; ;1;29;1;1;20;7;1993;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9313;4210;3;5;1; ;5;1000;0;10;12;10;0;0;5;37;12;75;2;75;1;1;1;1;2;700;48; ; ; ; ;180;12; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;1;1;1;208; ; ;12; ;3031; ; ;180;3431;3239;3431;1;343.325.240.031.389
2023;4;1;4;2.02E+24;3051402;1;65;1;2;2;1;2; ;2;24;2;2;8;2;1999;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;4;1;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;2; ; ; ; ; ; ; ; ; ; ; ; ;1;234.787.834.663.909
2023;4;1;4;2.02E+24;3051402;1;65;1;3;3;1;2; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;4;2.02E+24;3051402;1;65;1;4;3;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;4;2.02E+24;3051402;1;65;2;1;1;1;2; ;2;46;1;1;3;9;1976;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9112;8121;2; ;3;2;1;1;0;0;0;0;8;8;4;20;6;26;1; ;1;1;1;2; ; ; ;150; ; ; ;160; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;3; ;2;2;2;2;2;2;2;1;1;1; ; ; ; ; ; ;150; ;160;310;150;310;1;287.944.955.521.109
2023;4;1;4;2.02E+24;3051402;1;65;2;2;3;1;2; ;2;14;2;2;28;12;2008;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;2; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;1; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;234.787.834.663.909
2023;4;1;4;2.02E+24;3051402;1;65;2;3;3;1;2; ;1;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;4;2.02E+24;3051402;1;65;2;4;3;1;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;4;2.02E+24;3051402;1;65;3;1;1;1;2; ;1;27;1;1;22;4;1995;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9313;4100;3;5;3;3;1;8;0;10;10;10;10;10;5;55; ;55;1; ;2; ;2;2;2;500; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;1;7;1; ; ; ; ; ;2165; ; ; ;2165;2165;2165;1;343.325.240.031.389
2023;4;1;4;2.02E+24;3051402;1;65;3;2;2;1;2; ;2;29;2;2;20;6;1993;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;2; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1;29.113.637.261.216
2023;4;1;4;2.02E+24;3051402;1;65;3;3;3;1;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;23451;1;108;1;1;1;1;2; ;2;49;1;1;5;1;1974;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9111;9700;6; ; ; ;1;1;5;5;5;0;0;0;0;15;8;23;1; ;1;1;1;2;2;210;90; ; ; ; ;140; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;10;3; ;2;2;2;2;2;2;10;7;1;390; ; ; ; ;909; ; ;140;1439;1299;1439;1;678.714.704.430.533
2023;4;1;1;2.02E+22;23451;1;108;1;2;3;1;2; ;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;23451;1;108;1;3;3;1;2; ;1;28;3;3;1;4;1995;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7128;4330;2; ;3;2;1;1;0;0;0;0;8;2;0;10; ;10;2;8;2; ;2;2; ; ; ;850; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;850; ; ;850;850;850;1;909.354.836.252.502
2023;4;1;1;2.02E+24;1929801;1;62;1;1;1;1;2; ;1;72;1;1;2;6;1950;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;2; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;4;5; ;2;2;2;2;2;2;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1;95.337.485.339.581
2023;4;1;1;2.02E+24;1929801;1;62;1;2;2;1;2; ;2;72;2;2;24;9;1950;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;8;2; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1; ; ;2;2;2;2;2;2;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1;833.065.172.231.076
2023;4;1;1;2.02E+24;1772003;1;5;1;1;1;1;2; ;1;41;1;1;12;3;1982;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4322;3;5;4;3;4;500;0;8;8;8;8;8;8;48; ;48;1; ;2; ;2;2;2;400; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;4; ;6;2;2;2;2;2;2;10;7;1; ; ; ; ; ;1732; ; ; ;1732;1732;1732;1;299.840.187.824.783
2023;4;1;1;2.02E+24;1772003;1;5;1;2;2;1;2; ;2;38;2;2;1;5;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5213;4782;2; ;3;2;1;1;0;4;4;0;0;5;5;18; ;18;1; ;1;1;1;1; ; ; ;270; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;358; ; ;358;358;358;1;297.513.003.311.314
2023;4;1;1;2.02E+24;1772003;1;5;1;3;3;1;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;47102;1;47;1;1;1;1;2; ;1;78;1;1;21;9;1944;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;2; ; ; ; ;1;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;770.873.220.245.006
2023;4;1;1;2.02E+22;26692;1;87;1;1;1;1;2; ;2;81;1;1;9;3;1942;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;2; ; ; ; ;1;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3;2; ;6;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;681.059.106.873.628
2023;4;1;1;2.02E+22;26692;1;87;1;2;3;1;2; ;2;50;2;1;24;11;1972;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3334;6810;2; ;2;1;1;1;0;8;8;8;8;8;0;40; ;40;1; ;2; ;2;2; ; ; ;4000; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;1;2;2; ;1;2;2; ;2; ;2; ;1;2;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;4000; ; ;4000;4000;4000;1;681.059.106.873.628
2023;4;1;1;2.02E+22;26692;1;87;1;3;3;1;2; ;1;47;3;3;3;1;1976;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3432;7310;2; ;2;1;1;1;0;9;9;9;9;9;4;49; ;49;1; ;2; ;2;2; ; ; ;1500; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ;1500; ; ;1500;1500;1500;1;779.416.362.384.457
2023;4;1;1;2.02E+22;17965;1;95;1;1;1;1;2; ;2;36;1;1;12;1;1987;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;312;8422;3;1; ; ; ; ;0;8;8;8;8;8;0;40; ;40;1; ;2; ;2;2;4;2000; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;9;3; ;2;2;2;2;2;2;10;7;1; ; ; ; ;83;2000; ; ; ;2000;2000;2083;1;351.611.792.429.309
2023;4;1;1;2.02E+22;17965;1;95;1;2;2;1;2; ;1;31;2;2;2;3;1992;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;312;8422;3;1; ; ; ; ;0;10;10;10;10;8;0;48; ;48;1; ;2; ;2;2;4;3200;87; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;9;3; ;2;2;2;2;2;2;10;8;1;377; ; ; ;83;3200; ; ; ;3577;3577;3660;1;354.362.144.544.972
2023;4;1;1;2.02E+22;17965;1;95;1;3;3;1;2; ;1;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;17965;1;95;1;4;3;1;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;17965;1;95;1;5;6;1;2; ;2;78;5;5;26;11;1944;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;2; ; ; ; ;1;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;4;5;1; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;264.485.092.736.041
2023;4;1;1;2.02E+22;18410;1;104;1;1;1;1;2; ;2;64;1;1;21;6;1958;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2341;8521;3;2; ; ;5;1000;0;8;8;8;8;8;0;40; ;40;1; ;2; ;2;2;4;2000; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ;67;2000; ; ; ;2000;2000;2067;1;271.238.659.584.406
2023;4;1;1;2.02E+22;18410;1;104;1;2;3;1;2; ;1;32;2;2;14;11;1990;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2161;7110;3;5;1; ;1;20;0;8;8;8;8;8;0;40; ;40;1; ;2; ;2;2;4;4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;12;2; ;2;2;2;2;2;2;10;7;1; ; ; ; ;1125;4500; ; ; ;4500;4500;5625;1;363.410.701.523.958
