ANIO;MES;AREA;ESTRATO;LLAVE_PANEL;CONGLOMERADO;MUESTRA;SELVIV;HOGAR;C201;C203;C204;C205;C206;C207;C208;C300n;NROINF;C301_DIA;C301_MES;C301_ANIO;C303;C304;C305;C306_1;C306_2;C306_3;C306_4;C306_5;C306_6;C306_7;C306_8;C306_9;C306_10;C306_10A;C306_11;C306A;C308_COD;C309_COD;C310;C311;C312;C313;C317;C317A;C318_1;C318_2;C318_3;C318_4;C318_5;C318_6;C318_7;C318_T;C328_T;whoraT;C330;C331;C333;C334;P209H;C335;C338;C339_1;C341_T;C342;C344;C345_1;C347_T;C348;C350;C352;C353;C354;C355;C356;C357_I;C358;C359;C361_1;C362_1;C361_2;C362_2;C361_3;C362_3;C361_4;C362_4;C361_5;C362_5;C361_6;C362_6;C361_7;C362_7;C361_8;C362_8;C364_1;C365_1;C364_2;C365_2;C364_3;C365_3;C364_4;C365_4;C366;C366_1;C366_2;C375_1;C375_2;C375_3;C375_4;C375_5;C375_6;C376;C377;OCUP300;D341_T;D344;D347_T;D350;D351_T;I339_1;I342;I345_1;I348;INGTOT;INGTOTP;ingtrabw;RESIDENT;FAC_T300
2023;4;1;1;2.02E+22;18410;1;104;1;3;8;1;2; ;1;48;3;3;5;10;1974;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4321;4719;3;5;1; ;5;1000;8;0;8;8;8;8;8;48; ;48;1; ;2; ;2;2;4;2500; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;8;1; ;2;2;2;2;2;2;10;7;1; ; ; ; ;832;2500; ; ; ;2500;2500;3332;1;310.410.428.783.153
2023;4;1;1;2.02E+22;17666;1;50;1;1;1;1;2; ;1;31;1;1;14;11;1991;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7127;4322;3;5;1; ;1;15;6;2;8;8;8;8;8;48; ;48;1; ;2; ;2;2;4;3500; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;9;3; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ;3500; ; ; ;3500;3500;3500;1;316.712.971.585.561
2023;4;1;1;2.02E+22;17666;1;50;1;2;2;1;2; ;2;29;2;2;2;9;1993;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7513;1071;2; ;3;2;1;1;0;0;0;3;1;0;3;7; ;7;1; ;2; ;2;2; ; ; ;300;35; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;9;3; ;2;2;2;2;2;2;10;7;1; ;35; ; ; ; ;270; ; ;305;305;305;1;314.254.830.373.618
2023;4;1;1;2.02E+22;17666;1;50;1;3;3;1;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;27364;1;19;1;1;1;1;2; ;2;28;1;1;10;6;1994;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2611;8412;3;2; ; ;5;2000;14;0;0;0;0;0;14;28; ;28;1; ;2; ;2;2;4;2940; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;12;2; ;2;2;2;2;2;2;10;2;1; ; ; ; ;113;2940; ; ; ;2940;2940;3053;1;18.701.553.812.677
2023;4;1;1;2.02E+22;27364;1;19;1;2;7;1;1; ;1;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; 
2023;4;1;1;2.02E+24;2443303;1;27;1;1;1;1;2; ;1;30;1;1;30;1;1993;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4417;1709;3;5;1; ;2;50;0;8;8;8;8;8;8;48; ;48;1; ;2; ;2;2;4;2300; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;10;1; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ;2300; ; ; ;2300;2300;2300;1;764.048.350.469.545
2023;4;1;1;2.02E+24;2558402;1;152;1;1;1;1;2; ;1;49;1;1;8;9;1973;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;1410;3;5;1; ;5;1000;0;11;11;11;11;11;11;66; ;66;1; ;2; ;2;2;4;4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;8;2; ;2;2;2;2;2;2;10;7;1; ; ; ; ;1225;4500; ; ; ;4500;4500;5725;1;673.838.237.945.026
2023;4;1;1;2.02E+24;2558402;1;152;1;2;2;1;2; ;2;38;2;2;16;9;1984;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;2;1;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;5;2; ; ; ; ; ; ; ; ; ; ; ; ;1;782.768.194.653.751
2023;4;1;1;2.02E+24;2558402;1;152;1;3;3;1;2; ;1;17;3;3;24;2;2006;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;2;1;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;2; ; ; ; ; ; ; ; ; ; ; ; ;1;76.086.480.976.162
2023;4;1;1;2.02E+24;2558402;1;152;1;4;3;1;2; ;2;15;4;4;21;11;2007;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;1;2; ; ; ;1;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;2; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;819.603.852.925.731
2023;4;1;1;2.02E+24;2558402;1;152;1;5;11;2; ;2;1;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; 
2023;4;1;1;2.02E+24;2558402;1;152;1;6;11;2; ;2;1;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; 
2023;4;1;1;2.02E+24;2180902;1;35;1;1;1;1;2; ;2;62;1;1;4;2;1961;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9411;5630;2; ;3;2;1;2;10;10;0;10;10;10;10;60; ;60;1; ;2; ;2;2; ; ; ;2297;380; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;4;5; ;2;2;2;2;2;2;1;1;1; ;1083; ; ; ; ;1214; ; ;2297;2297;2297;1;118.182.508.783.054
2023;4;1;1;2.02E+24;2180902;1;35;1;2;3;1;2; ;2;22;2;2;14;12;2000;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9412;5630;4; ;3;2;1;2;4;4;4;4;4;4;4;28; ;28;1; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;8;1; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ; ; ; ; ;0;0;0;1;164.507.710.606.282
2023;4;1;1;2.02E+22;22733;1;4;1;1;1;1;2; ;1;37;1;1;27;8;1985;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5211;4641;2; ;3;2;1;1;0;0;9;0;0;0;0;9; ;49;2;49;1;1;1;2; ; ; ;1970;70; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;4; ;2;2;2;2;2;2;10;1;1; ;70; ; ; ; ;1900; ; ;1970;1970;1970;1;179.067.256.250.933
2023;4;1;1;2.02E+22;22733;1;4;1;2;2;1;2; ;2;36;2;2;6;5;1986;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;1;2; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1;177.677.440.734.075
2023;4;1;1;2.02E+22;22733;1;4;1;3;3;1;2; ;1;16;3;3;16;7;2006;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;1;2; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;4; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;172.705.678.470.831
2023;4;1;1;2.02E+22;22733;1;4;1;4;3;1;2; ;2;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;19587;1;56;1;1;1;1;2; ;2;41;1;1;16;12;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4222;7830;3;4;1; ;4;400;0;8;8;8;8;8;8;48; ;48;1; ;2; ;2;2;4;1600; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;9;3; ;2;2;2;2;2;2;10;7;1; ; ; ; ;399;1600; ; ; ;1600;1600;1999;1;948.792.402.818.819
2023;4;1;1;2.02E+22;19587;1;56;1;2;3;1;2; ;2;20;2;2;28;8;2002;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;1;1;6; ; ;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;993.440.860.638.116
2023;4;1;1;2.02E+22;19587;1;56;1;3;3;1;2; ;1;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;19587;1;56;1;4;3;1;2; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;49913;1;131;1;1;1;1;2; ;2;48;1;1;16;9;1974;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2359;8530;3;5;1; ;4;300;0;0;0;0;0;0;0;0; ;50;2;50;1;1;1;2;4;5500; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;1;1;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ;1374;5500; ; ; ;5500;5500;6874;1;498.504.546.453.541
2023;4;1;1;2.02E+22;49913;1;131;1;2;3;1;2; ;1;16;2;2;27;9;2006;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;2; ; ; ; ;2;1;4;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;4; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;644.177.696.404.109
2023;4;1;4;2.02E+24;3051402;1;66;1;1;1;1;2; ;2;29;1;1;18;6;1993;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4711;1; ;3;2;1;2;0;4;4;4;4;4;3;23;28;51;1; ;1;1;1;2; ; ; ;3000;600; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;1; ;600; ; ; ; ;2400; ;900;3900;3000;3900;1;338.900.899.794.821
2023;4;1;4;2.02E+24;3051402;1;66;1;2;3;1;2; ;2;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;23451;1;111;1;1;1;1;2; ;2;51;1;1;30;11;1971;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9629;9609;2; ;3;2;1;1;2;1;0;1;0;0;3;7;5;20;2;20;1;1;1;2; ; ; ;400; ; ; ;200;80; ; ; ; ; ; ; ;1;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;6;5; ;2;2;2;2;2;2;10;1;1; ; ; ;80; ; ;400; ;200;680;400;680;1;678.714.704.430.533
2023;4;1;1;2.02E+22;23451;1;111;1;2;3;1;2; ;2;30;2;2;17;6;1992;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4417;4649;3;5;1; ;4;387;0;9;9;9;9;9;6;51;2;53;1; ;1;1;1;2;4;4000; ; ; ; ; ;2000; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;10;3; ;2;2;2;2;2;2;10;8;1; ; ; ; ;1457;4000; ; ;2000;6000;4000;7457;1;902.296.954.827.309
2023;4;1;1;2.02E+22;23451;1;111;1;3;3;1;2; ;2;24;3;3;27;5;1998;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;3;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;2; ; ; ; ; ; ; ; ; ; ; ; ;1;944.757.420.792.676
2023;4;1;1;2.02E+22;23451;1;111;1;4;3;1;2; ;1;16;4;4;16;10;2006;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;1;2; ; ; ;2;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;5;4; ;2;2;2;2;2;2;10;7;4; ; ; ; ; ; ; ; ; ; ; ; ;1;877.048.921.471.378
2023;4;1;1;2.02E+22;23451;1;111;1;5;3;1;2; ;2;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+24;1929801;1;65;1;1;1;1;2; ;1;43;1;1;16;9;1979;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8156;1520;3;5;1; ;1;20;0;8;8;8;8;8;5;45; ;48;2;48;2; ;2;2;4;1200;54; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;3; ;5;2;2;2;2;2;2;1;1;1;234; ; ; ;250;1200; ; ; ;1434;1434;1684;1;111.615.652.104.881
2023;4;1;1;2.02E+24;1929801;1;65;1;2;2;1;2; ;2;39;2;2;28;8;1983;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;1;2; ; ; ;1;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;1; ; ;2;2;2;2;2;2;10;9;4; ; ; ; ; ; ; ; ; ; ; ; ;1;110.749.356.566.168
2023;4;1;1;2.02E+24;1929801;1;65;1;3;3;1;2; ;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+24;1929801;1;65;1;4;3;1;2; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+24;1929801;1;65;1;5;3;1;2; ;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+22;18013;1;75;1;1;1;1;2; ;1;42;1;1;4;4;1981;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4416;729;3;5;1; ;5;1500;0;0;0;0;0;0;0;0; ;40;2;40;2; ;2;2;4;3500; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;1;1;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ;876;3500; ; ; ;3500;3500;4376;1;419.887.721.720.408
2023;4;1;1;2.02E+22;18013;1;75;1;2;2;1;2; ;2;30;2;1;2;9;1992;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2149;1050;3;5;1; ;3;80;0;8;8;8;0;0;0;24; ;40;2;40;2; ;2;2;4;3000; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;11;5; ;2;2;2;2;2;2;10;7;1; ; ; ; ; ;3000; ; ; ;3000;3000;3000;1;416.628.798.323.674
2023;4;1;1;2.02E+22;18013;1;75;1;3;3;1;2; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
2023;4;1;1;2.02E+24;1772003;1;1;1;1;1;1;2; ;2;43;1;1;1;6;1979;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7392;3290;3;5;4;3;2;30;0;6;6;6;6;6;0;30;5;35;1; ;1;1;1;2;2;175; ; ; ; ; ;45; ; ; ; ; ; ; ; ;1;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;3; ;4;2;2;2;2;2;2;10;7;1; ; ; ; ; ;758; ; ;45;803;758;803;1;297.513.003.311.314
